user_id,user_alias,sim_user_id,sim_user_alias,similarity_score
76561198066328851,user0,76561198077345441,user8,0.42105263157894735
76561198066328851,user0,76561198014403181,user5,0.30158730158730157
76561198066328851,user0,76561198029242928,user4,0.29896907216494845
76561198066328851,user0,76561197994106516,user13,0.27956989247311825
76561198066328851,user0,76561198024696613,user10,0.26136363636363635
76561198066328851,user0,76561197960434622,user1,0.226890756302521
76561198066328851,user0,76561198202525417,user3,0.21621621621621623
76561198066328851,user0,76561197966611389,user7,0.1949685534591195
76561198066328851,user0,76561198110536569,user11,0.18181818181818182
76561198066328851,user0,76561198207433511,user6,0.17741935483870966
76561197960434622,user1,76561198029242928,user4,0.22950819672131145
76561197960434622,user1,76561198066328851,user0,0.226890756302521
76561197960434622,user1,76561198207433511,user6,0.2222222222222222
76561197960434622,user1,76561197966611389,user7,0.21254355400696864
76561197960434622,user1,76561197994106516,user13,0.2112676056338028
76561197960434622,user1,76561198077345441,user8,0.19008264462809915
76561197960434622,user1,76561198014403181,user5,0.18439716312056736
76561197960434622,user1,76561198031831571,user12,0.17049180327868854
76561197960434622,user1,76561198110536569,user11,0.1640625
76561197960434622,user1,76561198089768783,user9,0.16190476190476188
76561198016215597,user2,76561198110536569,user11,0.2916666666666667
76561198016215597,user2,76561198029242928,user4,0.2641509433962264
76561198016215597,user2,76561198014403181,user5,0.25925925925925924
76561198016215597,user2,76561198202525417,user3,0.22093023255813954
76561198016215597,user2,76561197994106516,user13,0.21333333333333335
76561198016215597,user2,76561198024696613,user10,0.20833333333333334
76561198016215597,user2,76561198031831571,user12,0.18811881188118812
76561198016215597,user2,76561198089768783,user9,0.18181818181818182
76561198016215597,user2,76561198077345441,user8,0.1694915254237288
76561198016215597,user2,76561197966611389,user7,0.1686746987951807
76561198202525417,user3,76561198089768783,user9,0.32989690721649484
76561198202525417,user3,76561198014403181,user5,0.30472103004291845
76561198202525417,user3,76561198024696613,user10,0.2962962962962963
76561198202525417,user3,76561198031831571,user12,0.2663043478260869
76561198202525417,user3,76561198207433511,user6,0.2537313432835821
76561198202525417,user3,76561197994106516,user13,0.24742268041237117
76561198202525417,user3,76561198110536569,user11,0.23529411764705882
76561198202525417,user3,76561198029242928,user4,0.2222222222222222
76561198202525417,user3,76561198016215597,user2,0.22093023255813954
76561198202525417,user3,76561198066328851,user0,0.21621621621621623
76561198029242928,user4,76561198066328851,user0,0.29896907216494845
76561198029242928,user4,76561198014403181,user5,0.2802893309222423
76561198029242928,user4,76561198016215597,user2,0.2641509433962264
76561198029242928,user4,76561198089768783,user9,0.25531914893617025
76561198029242928,user4,76561198024696613,user10,0.25
76561198029242928,user4,76561197994106516,user13,0.23902439024390243
76561198029242928,user4,76561197966611389,user7,0.23529411764705882
76561198029242928,user4,76561197960434622,user1,0.22950819672131145
76561198029242928,user4,76561198202525417,user3,0.2222222222222222
76561198029242928,user4,76561198110536569,user11,0.2184873949579832
76561198014403181,user5,76561198089768783,user9,0.3617021276595745
76561198014403181,user5,76561198202525417,user3,0.30472103004291845
76561198014403181,user5,76561198066328851,user0,0.30158730158730157
76561198014403181,user5,76561198024696613,user10,0.29213483146067415
76561198014403181,user5,76561198029242928,user4,0.2802893309222423
76561198014403181,user5,76561198016215597,user2,0.25925925925925924
76561198014403181,user5,76561198110536569,user11,0.25742574257425743
76561198014403181,user5,76561197966611389,user7,0.24761904761904763
76561198014403181,user5,76561197994106516,user13,0.2284644194756554
76561198014403181,user5,76561198031831571,user12,0.2184557438794727
76561198207433511,user6,76561197966611389,user7,0.2711864406779661
76561198207433511,user6,76561198202525417,user3,0.2537313432835821
76561198207433511,user6,76561198089768783,user9,0.23529411764705882
76561198207433511,user6,76561197960434622,user1,0.2222222222222222
76561198207433511,user6,76561198110536569,user11,0.2173913043478261
76561198207433511,user6,76561198029242928,user4,0.1935483870967742
76561198207433511,user6,76561197994106516,user13,0.18316831683168316
76561198207433511,user6,76561198014403181,user5,0.17894736842105263
76561198207433511,user6,76561198066328851,user0,0.17741935483870966
76561198207433511,user6,76561198024696613,user10,0.17142857142857143
76561197966611389,user7,76561198207433511,user6,0.2711864406779661
76561197966611389,user7,76561198014403181,user5,0.24761904761904763
76561197966611389,user7,76561198029242928,user4,0.23529411764705882
76561197966611389,user7,76561198031831571,user12,0.22746781115879827
76561197966611389,user7,76561198024696613,user10,0.22506393861892582
76561197966611389,user7,76561198202525417,user3,0.2156862745098039
76561197966611389,user7,76561197960434622,user1,0.21254355400696864
76561197966611389,user7,76561198089768783,user9,0.20967741935483872
76561197966611389,user7,76561197994106516,user13,0.19518072289156627
76561197966611389,user7,76561198066328851,user0,0.1949685534591195
76561198077345441,user8,76561198066328851,user0,0.42105263157894735
76561198077345441,user8,76561198024696613,user10,0.24719101123595508
76561198077345441,user8,76561198029242928,user4,0.20481927710843373
76561198077345441,user8,76561197994106516,user13,0.19745222929936307
76561198077345441,user8,76561197960434622,user1,0.19008264462809915
76561198077345441,user8,76561198110536569,user11,0.18823529411764706
76561198077345441,user8,76561198016215597,user2,0.1694915254237288
76561198077345441,user8,76561198089768783,user9,0.16901408450704225
76561198077345441,user8,76561198014403181,user5,0.16153846153846152
76561198077345441,user8,76561198031831571,user12,0.15753424657534248
76561198089768783,user9,76561198014403181,user5,0.3617021276595745
76561198089768783,user9,76561198202525417,user3,0.32989690721649484
76561198089768783,user9,76561198029242928,user4,0.25531914893617025
76561198089768783,user9,76561198207433511,user6,0.23529411764705882
76561198089768783,user9,76561198031831571,user12,0.2113207547169811
76561198089768783,user9,76561197966611389,user7,0.20967741935483872
76561198089768783,user9,76561198024696613,user10,0.19213973799126638
76561198089768783,user9,76561198016215597,user2,0.18181818181818182
76561198089768783,user9,76561197994106516,user13,0.17164179104477612
76561198089768783,user9,76561198077345441,user8,0.16901408450704225
76561198024696613,user10,76561198202525417,user3,0.2962962962962963
76561198024696613,user10,76561198014403181,user5,0.29213483146067415
76561198024696613,user10,76561198066328851,user0,0.26136363636363635
76561198024696613,user10,76561198029242928,user4,0.25
76561198024696613,user10,76561198031831571,user12,0.248
76561198024696613,user10,76561198077345441,user8,0.24719101123595508
76561198024696613,user10,76561197994106516,user13,0.24466338259441706
76561198024696613,user10,76561197966611389,user7,0.22506393861892582
76561198024696613,user10,76561198016215597,user2,0.20833333333333334
76561198024696613,user10,76561198110536569,user11,0.2
76561198110536569,user11,76561197994106516,user13,0.31
76561198110536569,user11,76561198016215597,user2,0.2916666666666667
76561198110536569,user11,76561198014403181,user5,0.25742574257425743
76561198110536569,user11,76561198202525417,user3,0.23529411764705882
76561198110536569,user11,76561198029242928,user4,0.2184873949579832
76561198110536569,user11,76561198207433511,user6,0.2173913043478261
76561198110536569,user11,76561198031831571,user12,0.20800000000000002
76561198110536569,user11,76561198024696613,user10,0.2
76561198110536569,user11,76561198077345441,user8,0.18823529411764706
76561198110536569,user11,76561197966611389,user7,0.18556701030927833
76561198031831571,user12,76561198202525417,user3,0.2663043478260869
76561198031831571,user12,76561198024696613,user10,0.248
76561198031831571,user12,76561197966611389,user7,0.22746781115879827
76561198031831571,user12,76561198014403181,user5,0.2184557438794727
76561198031831571,user12,76561198089768783,user9,0.2113207547169811
76561198031831571,user12,76561198110536569,user11,0.20800000000000002
76561198031831571,user12,76561198029242928,user4,0.2061855670103093
76561198031831571,user12,76561197994106516,user13,0.2
76561198031831571,user12,76561198016215597,user2,0.18811881188118812
76561198031831571,user12,76561197960434622,user1,0.17049180327868854
76561197994106516,user13,76561198110536569,user11,0.31
76561197994106516,user13,76561198066328851,user0,0.27956989247311825
76561197994106516,user13,76561198202525417,user3,0.24742268041237117
76561197994106516,user13,76561198024696613,user10,0.24466338259441706
76561197994106516,user13,76561198029242928,user4,0.23902439024390243
76561197994106516,user13,76561198014403181,user5,0.2284644194756554
76561197994106516,user13,76561198016215597,user2,0.21333333333333335
76561197994106516,user13,76561197960434622,user1,0.2112676056338028
76561197994106516,user13,76561198031831571,user12,0.2
76561197994106516,user13,76561198077345441,user8,0.19745222929936307
